target_side,target_time,cue_side,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,block0.thisRepN,block0.thisTrialN,block0.thisN,block0.thisIndex,block1.thisRepN,block1.thisTrialN,block1.thisN,block1.thisIndex,trialKey.keys,trialKey.rt,date,frameRate,expName,session,participant,
right,50,left,,,,,6,4,148,1,,,,,space,1.10214328916,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
left,50,right,,,,,6,5,149,4,,,,,space,1.00939162659,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
none,350,right,,,,,6,6,150,23,,,,,None,,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
none,50,right,,,,,6,7,151,7,,,,,None,,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
none,200,right,,,,,6,8,152,15,,,,,None,,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
right,350,right,,,,,6,9,153,21,,,,,space,1.24544662799,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
left,200,left,,,,,6,10,154,8,,,,,space,1.06434581769,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
central,350,right,,,,,6,11,155,22,,,,,space,1.25469843234,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
central,50,left,,,,,6,12,156,2,,,,,space,0.97539868894,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
central,350,left,,,,,6,13,157,18,,,,,space,1.14912677449,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
central,200,right,,,,,6,14,158,14,,,,,space,0.977684663833,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
none,350,left,,,,,6,15,159,19,,,,,None,,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
right,350,left,,,,,6,16,160,17,,,,,space,1.25214999392,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
right,200,right,,,,,6,17,161,13,,,,,space,1.10883520112,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
central,200,left,,,,,6,18,162,10,,,,,space,1.00897851543,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
left,50,left,,,,,6,19,163,0,,,,,space,0.869539564386,2014_II_03_1621,306.103609575,ior,001,2014-02-03MS0,
